,Unnamed: 0.1,Unnamed: 0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,location,style,house_age
149,149,149,1994200024,20141104T000000,511000.0,3,1.0,1430.0,3455,1.0,0,0,3,7,980,450.0,,0,98103,47.6873,-122.336,1450,4599,Urban,Ranch,75
150,150,150,3362900810,20140820T000000,532170.0,3,2.0,1360.0,3090,2.0,0,0,3,8,1360,0.0,1990.0,0,98103,47.6838,-122.353,1500,3090,Urban,Ranch,32
151,151,151,1324300398,20150409T000000,560000.0,3,1.0,1110.0,5000,1.5,0,0,3,7,1110,0.0,1947.0,0,98107,47.655,-122.359,1420,5000,Urban,Cape Cod,75
152,152,152,537000445,20150331T000000,282950.0,3,1.0,1250.0,8200,1.0,0,0,4,7,1250,0.0,1954.0,0,98003,47.3255,-122.304,1680,8633,Suburban,Contemporary,68
153,153,153,7855801670,20150401T000000,2250000.0,4,3.25,,19850,2.0,0,3,3,12,3540,1640.0,,0,98006,47.562,-122.162,3160,9750,Suburban,Contemporary,16
154,154,154,7920100045,20140516T000000,350000.0,1,1.0,700.0,5100,1.0,0,0,3,7,700,0.0,1942.0,0,98115,47.679,-122.3,1010,5100,Suburban,Ranch,80
155,155,155,8960000030,20140728T000000,215000.0,3,1.0,1180.0,7669,1.0,0,0,4,7,1180,0.0,1967.0,0,98058,47.4479,-122.176,1190,7669,Suburban,Ranch,55
156,156,156,6388930390,20141120T000000,650000.0,5,3.5,3960.0,25245,2.0,0,0,3,9,2500,1460.0,1996.0,0,98056,47.525,-122.172,2640,13675,Urban,Victorian,26
157,157,157,8731900200,20140807T000000,320000.0,4,2.75,2640.0,7500,1.0,0,0,3,8,1620,1020.0,1967.0,0,98023,47.3135,-122.369,1980,7875,Rural,Colonial,55
158,158,158,8029200135,20141113T000000,247000.0,3,2.0,,7198,1.5,0,0,3,7,1270,0.0,1916.0,2013,98022,47.2086,-121.996,1160,7198,Urban,Cape Cod,106
159,159,159,1081200350,20141003T000000,320000.0,4,1.75,1760.0,11180,1.0,0,0,4,8,1760,0.0,1968.0,0,98059,47.4715,-122.118,1730,11180,Urban,Contemporary,54
160,160,160,84000105,20140507T000000,255000.0,5,2.25,2060.0,8632,1.0,0,0,3,7,1030,1030.0,1962.0,0,98146,47.4877,-122.335,1010,11680,Suburban,Colonial,60
161,161,161,3756500060,20150309T000000,438000.0,3,1.75,1780.0,9660,1.0,0,0,3,7,1780,0.0,1962.0,0,98034,47.7171,-122.193,1200,9660,Rural,Ranch,60
162,162,162,7215720160,20150304T000000,900000.0,3,2.5,3400.0,16603,2.0,0,0,3,10,3400,0.0,2000.0,0,98075,47.6012,-122.023,3400,12601,Suburban,Cape Cod,22
163,163,163,3574800520,20140620T000000,441000.0,3,2.75,1910.0,7280,1.0,0,0,3,7,1160,750.0,1979.0,0,98034,47.7319,-122.224,1710,8152,Urban,Cape Cod,43
164,164,164,2617300160,20140812T000000,420000.0,3,2.0,,38332,1.0,0,0,4,7,1010,1010.0,1975.0,0,98027,47.4582,-122.023,2110,36590,Suburban,Ranch,47
165,165,165,2558660270,20141208T000000,370000.0,3,1.75,1580.0,7000,1.0,0,0,3,7,1180,400.0,1976.0,0,98034,47.7209,-122.168,1640,7500,Rural,Cape Cod,46
166,166,166,2009000370,20150219T000000,269950.0,2,1.75,1340.0,7250,1.0,0,0,5,5,700,640.0,,0,98198,47.408,-122.327,1830,9750,Suburban,Colonial,73
167,167,167,1836980160,20150324T000000,807100.0,4,2.5,2680.0,4499,2.0,0,0,3,9,2680,0.0,1999.0,0,98006,47.565,-122.125,2920,4500,Suburban,Colonial,23
168,168,168,3261020370,20140605T000000,653000.0,3,2.5,2680.0,9750,1.0,0,0,4,8,1610,1070.0,1979.0,0,98034,47.7028,-122.231,2480,8750,Urban,Ranch,43
169,169,169,1755700060,20140611T000000,371500.0,3,2.0,1370.0,8336,1.0,0,0,5,7,1370,0.0,,0,98133,47.7458,-122.331,1770,7288,Suburban,Ranch,58
170,170,170,4330600435,20150316T000000,284000.0,3,1.75,,21000,1.0,0,0,3,7,1560,0.0,1954.0,0,98166,47.4776,-122.337,1070,7920,Urban,Ranch,68
171,171,171,9542800700,20150102T000000,272000.0,3,1.75,2160.0,7140,1.0,0,0,4,7,1670,490.0,1978.0,0,98023,47.3026,-122.374,1930,7350,Urban,Cape Cod,44
172,172,172,1999700045,20140502T000000,313000.0,3,1.5,,7912,,0,0,3,7,1340,0.0,1955.0,0,98133,47.7658,-122.339,1480,7940,Suburban,Colonial,67
173,173,173,1762600070,20150116T000000,917500.0,4,2.5,3880.0,35003,2.0,0,0,3,10,2570,1310.0,1984.0,0,98033,47.6477,-122.182,3740,35230,Urban,Colonial,38
174,174,174,1687900520,20140929T000000,673000.0,4,2.25,2590.0,8190,2.0,0,0,4,8,2590,0.0,1980.0,0,98006,47.5619,-122.125,2260,8335,Suburban,Cape Cod,42
175,175,175,7234600798,20150210T000000,425000.0,3,2.5,1120.0,1100,2.0,0,0,3,8,820,300.0,2008.0,0,98122,47.6106,-122.31,1590,1795,Urban,Contemporary,14
176,176,176,3881900445,20140709T000000,399950.0,5,2.75,,5400,1.0,0,0,3,7,1320,650.0,,0,98144,47.5868,-122.308,1280,2150,Urban,Contemporary,36
177,177,177,2254502445,20140530T000000,385000.0,3,1.0,1220.0,4800,1.0,0,0,3,6,1220,0.0,1901.0,0,98122,47.6101,-122.307,1200,4800,Suburban,Colonial,121
178,178,178,5437810320,20141117T000000,269950.0,3,1.5,1950.0,7560,1.0,0,2,4,7,1320,630.0,1975.0,0,98022,47.1976,-121.999,1950,8941,Rural,Ranch,47
179,179,179,9158100075,20150107T000000,330000.0,2,1.0,1350.0,8220,1.0,0,0,3,7,1060,290.0,1949.0,0,98177,47.7224,-122.358,1540,8280,Rural,Ranch,73
180,180,180,3830630310,20140725T000000,260000.0,3,2.5,1670.0,5797,2.0,0,0,3,7,1670,0.0,1988.0,0,98030,47.3505,-122.179,1670,6183,Rural,Contemporary,34
181,181,181,8123100045,20150414T000000,470000.0,4,3.0,,5125,1.5,0,0,4,7,1680,700.0,1925.0,0,98126,47.5384,-122.376,1410,5375,Rural,Colonial,97
182,182,182,3127200041,20140613T000000,589000.0,4,3.0,2440.0,9600,2.0,0,0,5,7,2440,0.0,1961.0,0,98034,47.7044,-122.2,2290,9600,Urban,Cape Cod,61
183,183,183,6661200320,20140723T000000,163500.0,2,1.5,1050.0,3419,,0,0,3,7,1050,0.0,1996.0,0,98038,47.3848,-122.039,1050,3417,Urban,Contemporary,26
184,184,184,11510310,20140905T000000,835000.0,4,2.75,3130.0,13412,2.0,0,0,3,9,2140,990.0,1993.0,0,98052,47.6993,-122.102,2260,9984,Urban,Victorian,29
185,185,185,825059270,20141121T000000,1100000.0,5,3.0,4090.0,12850,1.0,0,2,4,10,2090,2000.0,1986.0,0,98033,47.6627,-122.188,2540,10270,Rural,Colonial,36
186,186,186,8731951370,20150415T000000,269000.0,4,1.75,1490.0,10000,1.0,0,0,4,8,1100,390.0,1969.0,0,98023,47.3099,-122.379,2190,8910,Rural,Contemporary,53
187,187,187,1954440060,20140505T000000,560000.0,3,2.5,1900.0,8744,2.0,0,0,3,8,1900,0.0,1987.0,0,98074,47.62,-122.043,2030,8744,Suburban,Cape Cod,35
188,188,188,2264500350,20150418T000000,615000.0,4,1.0,1330.0,2400,1.5,0,0,4,6,1330,0.0,,0,98103,47.65,-122.34,1330,4400,Urban,Cape Cod,121
189,189,189,1115810060,20141205T000000,585188.0,3,2.25,2230.0,10026,1.0,0,0,3,8,1430,800.0,1975.0,0,98052,47.6647,-122.153,2230,9340,Urban,Contemporary,47
190,190,190,9477200200,20140818T000000,305000.0,3,1.75,1650.0,9480,1.0,0,0,3,7,1220,430.0,1977.0,0,98034,47.726,-122.191,1540,8400,Urban,Colonial,45
191,191,191,1432600560,20141105T000000,166950.0,3,1.0,1190.0,8820,1.0,0,0,3,6,1190,0.0,1959.0,0,98058,47.4616,-122.184,1230,7980,Rural,Ranch,63
192,192,192,2287000060,20140912T000000,799000.0,3,2.5,2140.0,9897,1.0,0,0,4,8,2140,0.0,1959.0,0,98040,47.5505,-122.219,2680,10083,Suburban,Colonial,63
193,193,193,3663500060,20140625T000000,400000.0,3,2.5,2180.0,7508,1.0,0,0,4,7,1420,760.0,1962.0,0,98133,47.7606,-122.336,1900,7818,Suburban,Cape Cod,60
194,194,194,3996900125,20141201T000000,230000.0,3,1.0,1060.0,10228,1.0,0,0,3,7,1060,0.0,1948.0,0,98155,47.7481,-122.3,1570,10228,Urban,Colonial,74
195,195,195,7796450200,20140515T000000,256883.0,3,2.5,1690.0,5025,2.0,0,0,3,8,1690,0.0,2003.0,0,98023,47.2779,-122.347,2550,5001,Suburban,Victorian,19
196,196,196,7549802535,20141111T000000,423000.0,4,2.0,1970.0,6480,1.5,0,0,5,7,1130,840.0,1920.0,0,98108,47.5511,-122.312,1500,6480,Urban,Colonial,102
197,197,197,3278600320,20140723T000000,465000.0,3,2.5,2150.0,4084,2.0,0,0,3,8,2150,0.0,2007.0,0,98126,47.5488,-122.372,1750,2385,Suburban,Colonial,15
198,198,198,2824079053,20150113T000000,440000.0,3,2.5,,66211,2.0,0,0,3,7,1910,0.0,1997.0,0,98024,47.5385,-121.911,2330,67268,Rural,Contemporary,25
199,199,199,1222069094,20141014T000000,385000.0,3,1.75,1350.0,155073,1.0,0,0,4,7,1350,0.0,1969.0,0,98038,47.4058,-121.994,1560,50965,Suburban,Ranch,53
200,200,200,3542300060,20150311T000000,210000.0,3,1.0,860.0,11725,1.0,0,0,4,6,860,0.0,1943.0,0,98056,47.5093,-122.184,1300,9514,Suburban,Ranch,79
201,201,201,2222059065,20141112T000000,297000.0,3,2.5,1940.0,14952,2.0,0,0,3,8,1940,0.0,1994.0,0,98042,47.3777,-122.165,2030,10450,Suburban,Contemporary,28
202,202,202,7551300060,20140716T000000,470000.0,3,1.0,1010.0,5000,1.0,0,0,3,7,1010,0.0,1952.0,0,98107,47.675,-122.394,1680,5000,Suburban,Ranch,70
203,203,203,100600550,20140804T000000,226500.0,3,1.5,1300.0,7370,1.0,0,0,4,7,900,400.0,1976.0,0,98023,47.3025,-122.37,1430,7500,Urban,Contemporary,46
204,204,204,3211100860,20150303T000000,274250.0,3,1.0,910.0,8450,1.0,0,0,4,6,910,0.0,1962.0,0,98059,47.4787,-122.158,1400,8040,Suburban,Ranch,60
205,205,205,3456000310,20140804T000000,840000.0,4,1.75,2480.0,11010,1.0,0,0,4,9,1630,850.0,1966.0,0,98040,47.5378,-122.219,2770,10744,Urban,Victorian,56
206,206,206,9526600140,20140919T000000,677900.0,3,2.5,2440.0,4587,2.0,0,0,3,8,2440,0.0,2010.0,0,98052,47.7073,-122.114,2750,4587,Suburban,Cape Cod,12
207,207,207,7465900060,20150205T000000,425000.0,3,1.0,1010.0,5864,1.0,0,0,3,7,1010,0.0,,0,98116,47.5733,-122.381,1290,5000,Suburban,Cape Cod,107
208,208,208,1222000055,20141123T000000,180250.0,2,0.75,900.0,9600,1.0,0,0,3,6,900,0.0,1941.0,0,98166,47.4604,-122.339,1250,14280,Suburban,Colonial,81
209,209,209,6300000550,20140717T000000,464000.0,6,3.0,2300.0,3404,2.0,0,0,3,7,1600,700.0,,1994,98133,47.7067,-122.343,1560,1312,Urban,Colonial,102
210,210,210,2310030510,20150422T000000,320000.0,4,2.25,1550.0,7579,2.0,0,0,3,8,1550,0.0,1993.0,0,98038,47.354,-122.047,1630,6397,Urban,Ranch,29
211,211,211,1025049114,20140717T000000,625504.0,3,2.25,1270.0,1566,2.0,0,0,3,8,1060,210.0,2014.0,0,98105,47.6647,-122.284,1160,1327,Suburban,Victorian,8
212,212,212,8677300550,20140515T000000,592500.0,4,2.5,,12032,1.0,0,0,3,9,2240,0.0,1983.0,0,98074,47.6143,-122.017,2520,12368,Urban,Ranch,39
213,213,213,4014400292,20150114T000000,465000.0,3,2.5,,17936,2.0,0,0,3,9,2714,0.0,2005.0,0,98001,47.3185,-122.275,2590,18386,Urban,Ranch,17
214,214,214,1102000196,20140527T000000,477000.0,4,2.75,1720.0,6270,2.0,0,0,3,8,1720,0.0,1978.0,0,98118,47.5458,-122.268,2130,8700,Urban,Cape Cod,44
215,215,215,257000138,20150115T000000,280000.0,2,1.0,850.0,16400,1.0,0,0,3,6,850,0.0,1923.0,0,98168,47.4889,-122.299,1100,14459,Urban,Cape Cod,99
216,216,216,46100204,20150221T000000,1510000.0,5,3.0,3300.0,33474,1.0,0,3,3,9,1870,1430.0,,1991,98040,47.5673,-122.21,3836,20953,Urban,Contemporary,65
217,217,217,1909600046,20140703T000000,445838.0,3,2.5,2250.0,5692,2.0,0,0,3,8,2250,0.0,2000.0,0,98146,47.5133,-122.379,1320,5390,Urban,Victorian,22
218,218,218,1250202145,20140828T000000,1070000.0,2,2.25,3900.0,14864,1.0,0,3,3,8,1950,1950.0,,0,98144,47.5884,-122.291,2580,5184,Suburban,Ranch,75
219,219,219,7611200125,20141023T000000,467000.0,2,1.5,,10800,1.0,0,0,4,8,1320,0.0,1947.0,0,98177,47.7145,-122.367,2120,12040,Rural,Cape Cod,75
220,220,220,5611500140,20140822T000000,686000.0,4,2.5,2760.0,6440,2.0,0,0,3,10,2760,0.0,1999.0,0,98075,47.5836,-122.026,3070,8127,Urban,Cape Cod,23
221,221,221,7138000260,20140605T000000,279950.0,3,2.0,1750.0,9750,1.0,0,0,3,7,1350,400.0,1961.0,0,98198,47.398,-122.299,1900,10125,Urban,Cape Cod,61
222,222,222,626059335,20140904T000000,527000.0,4,2.25,2330.0,19436,2.0,0,0,3,8,2330,0.0,1987.0,0,98011,47.7663,-122.215,1910,10055,Suburban,Cape Cod,35
223,223,223,1922059282,20140918T000000,325000.0,3,2.25,,16020,1.0,0,0,4,8,1780,440.0,1966.0,0,98030,47.3758,-122.217,2080,9583,Urban,Ranch,56
224,224,224,705700390,20140903T000000,328000.0,3,2.25,2020.0,8379,2.0,0,0,3,7,2020,0.0,1994.0,0,98038,47.3828,-122.023,2020,8031,Urban,Colonial,28
225,225,225,7454001200,20140604T000000,390000.0,3,2.25,1250.0,7500,1.0,0,0,5,7,1250,0.0,1942.0,0,98146,47.5123,-122.373,1280,7392,Rural,Ranch,80
226,226,226,8682281200,20150309T000000,479950.0,2,2.0,1510.0,6516,1.0,0,0,3,8,1510,0.0,,0,98053,47.7076,-122.013,1640,6009,Urban,Victorian,17
227,227,227,7972000200,20140529T000000,264950.0,4,2.25,1720.0,9753,1.0,0,0,4,7,1120,600.0,1978.0,0,98023,47.2922,-122.371,1510,9753,Urban,Colonial,44
228,228,228,722059070,20150115T000000,235000.0,3,1.0,1430.0,15246,1.0,0,0,4,7,980,450.0,1961.0,0,98031,47.4075,-122.214,1960,13068,Urban,Cape Cod,61
229,229,229,7202340400,20150303T000000,516500.0,3,2.5,1480.0,4729,2.0,0,0,3,7,1480,0.0,2004.0,0,98053,47.6794,-122.034,2250,4729,Urban,Victorian,18
230,230,230,8096000060,20150413T000000,655000.0,2,1.75,,15798,2.0,1,4,3,7,1230,220.0,1915.0,1978,98166,47.4497,-122.375,2030,13193,Rural,Victorian,107
231,231,231,2424000060,20140616T000000,500000.0,4,2.75,2280.0,15347,1.0,0,0,5,7,2280,0.0,1960.0,0,98059,47.5218,-122.164,2280,15347,Rural,Cape Cod,62
232,232,232,9264902050,20141121T000000,315000.0,6,2.75,2940.0,7350,1.0,0,0,3,8,1780,1160.0,1978.0,0,98023,47.3103,-122.339,2120,8236,Rural,Colonial,44
233,233,233,943100260,20141120T000000,213000.0,2,1.0,1000.0,10200,1.0,0,0,3,6,1000,0.0,1961.0,0,98024,47.5687,-121.899,1150,13702,Suburban,Contemporary,61
234,234,234,3677400445,20140902T000000,475000.0,3,1.5,2480.0,5280,,0,0,5,-234,1620,860.0,1947.0,0,98108,47.5575,-122.303,2090,4800,Suburban,Ranch,75
235,235,235,1762600320,20140610T000000,1030000.0,5,4.0,3760.0,28040,,0,0,3,10,3760,0.0,1983.0,0,98033,47.6489,-122.183,3430,35096,Urban,Colonial,39
236,236,236,4058000060,20150409T000000,416000.0,3,2.0,2220.0,94300,1.0,0,0,5,7,1640,580.0,,0,98010,47.3459,-121.95,2070,80100,Suburban,Colonial,46
237,237,237,7228500560,20150320T000000,410000.0,4,1.0,1970.0,4740,,0,0,3,7,1670,300.0,1904.0,2005,98122,47.6136,-122.303,1510,4740,Suburban,Ranch,118
238,238,238,326069104,20140701T000000,800000.0,3,3.5,3830.0,221284,2.0,0,0,3,10,3530,300.0,1993.0,0,98077,47.7641,-122.023,2920,148539,Rural,Victorian,29
239,239,239,5152100060,20140529T000000,472000.0,6,2.5,4410.0,14034,1.0,0,2,4,9,2350,2060.0,1965.0,0,98003,47.3376,-122.324,2600,13988,Suburban,Colonial,57
240,240,240,3584000310,20141208T000000,225000.0,3,1.75,,8505,,0,0,4,7,1430,0.0,1968.0,0,98003,47.3173,-122.319,1190,8640,Rural,Cape Cod,54
241,241,241,8150100045,20141001T000000,210000.0,2,1.0,830.0,6000,1.0,0,0,3,6,830,0.0,1940.0,0,98126,47.5308,-122.376,830,4960,Urban,Victorian,82
242,242,242,1868901275,20150127T000000,455000.0,2,1.0,,5000,1.5,0,0,2,7,1430,0.0,1925.0,0,98115,47.6727,-122.299,1450,3750,Suburban,Ranch,97
243,243,243,6131600075,20150427T000000,225000.0,3,1.0,1300.0,8316,1.0,0,0,4,6,1300,0.0,1954.0,0,98002,47.3221,-122.216,1260,8316,Urban,Ranch,68
244,244,244,9468200125,20140826T000000,480000.0,2,1.0,1030.0,3060,1.0,0,2,4,7,790,240.0,1918.0,0,98103,47.6779,-122.353,1390,3060,Rural,Colonial,104
245,245,245,8029510030,20150212T000000,363000.0,3,2.5,2740.0,11872,2.0,0,0,3,9,2740,0.0,1990.0,0,98023,47.3076,-122.395,2570,10377,Suburban,Colonial,32
246,246,246,2025069065,20140929T000000,2400000.0,4,2.5,3650.0,8354,1.0,1,4,3,9,1830,1820.0,2000.0,0,98074,47.6338,-122.072,3120,18841,Suburban,Ranch,22
247,247,247,7899800890,20150226T000000,181000.0,2,1.5,,5120,1.0,0,0,3,6,720,0.0,,0,98106,47.5218,-122.357,1150,2566,Urban,Colonial,68
248,248,248,3021059276,20150314T000000,250000.0,4,2.0,,7312,1.0,0,0,4,7,2010,0.0,1976.0,0,98002,47.2785,-122.213,2010,7650,Urban,Ranch,46
249,249,249,3797001895,20150422T000000,481000.0,3,1.75,1560.0,3000,1.0,0,0,4,6,770,790.0,1918.0,0,98103,47.6846,-122.345,1390,3000,Suburban,Cape Cod,104
250,250,250,3832710960,20140923T000000,260000.0,3,2.0,,7209,1.0,0,0,4,7,1240,570.0,1978.0,0,98032,47.3656,-122.278,1750,7209,Rural,Cape Cod,44
251,251,251,1310430400,20140513T000000,455000.0,4,2.5,,7685,2.0,0,0,3,9,3360,0.0,,0,98058,47.4369,-122.111,3060,6567,Suburban,Colonial,21
252,252,252,1422300030,20150401T000000,415000.0,3,2.25,1510.0,36224,2.0,0,0,3,8,1510,0.0,1991.0,0,98045,47.4616,-121.711,1730,36224,Suburban,Contemporary,31
253,253,253,1105000588,20150421T000000,349500.0,3,1.0,1400.0,3538,1.0,0,0,3,7,800,600.0,1953.0,0,98118,47.5405,-122.27,1620,6331,Suburban,Ranch,69
254,254,254,3830630060,20140929T000000,245000.0,3,2.5,1730.0,7442,2.0,0,0,3,7,1730,0.0,1987.0,0,98030,47.3507,-122.178,1630,6458,Suburban,Cape Cod,35
255,255,255,5101404898,20140519T000000,592500.0,2,2.0,1420.0,9191,,0,2,5,7,1420,0.0,,0,98115,47.6979,-122.32,1420,6816,Urban,Contemporary,94
256,256,256,7972601890,20141020T000000,385000.0,4,1.75,2360.0,7620,1.0,0,0,4,7,1180,1180.0,1955.0,0,98106,47.5278,-122.345,1910,7620,Rural,Colonial,67
257,257,257,5127001620,20150211T000000,315000.0,3,1.75,1580.0,11455,,0,0,4,7,1200,380.0,1974.0,0,98059,47.4756,-122.147,1550,10650,Urban,Colonial,48
258,258,258,9407100800,20141124T000000,255000.0,3,1.0,1230.0,10170,1.0,0,0,3,7,1230,0.0,1979.0,0,98045,47.4437,-121.772,1380,10098,Rural,Colonial,43
259,259,259,1873100060,20140829T000000,693000.0,4,2.5,,4425,,0,0,3,8,2460,0.0,2006.0,0,98052,47.7048,-122.109,2990,5659,Urban,Colonial,16
260,260,260,8722101360,20141202T000000,780000.0,3,1.0,1660.0,4400,1.5,0,0,3,8,1460,200.0,1911.0,0,98112,47.6362,-122.302,1660,4400,Urban,Cape Cod,111
261,261,261,8644000060,20141024T000000,237000.0,3,1.75,,8470,1.0,0,0,4,7,1270,0.0,1960.0,0,98198,47.4207,-122.29,1600,8470,Urban,Victorian,62
262,262,262,3325069129,20141216T000000,525000.0,3,2.25,2100.0,40510,2.0,0,0,3,10,1320,780.0,1979.0,0,98074,47.6154,-122.047,2380,33450,Suburban,Colonial,43
263,263,263,1400300055,20150428T000000,425000.0,2,1.0,770.0,5040,1.0,0,0,3,5,770,0.0,1930.0,0,98144,47.5964,-122.299,1330,2580,Suburban,Cape Cod,92
264,264,264,2123039032,20141027T000000,369900.0,1,0.75,760.0,10079,1.0,1,4,5,5,760,0.0,,0,98070,47.4683,-122.438,1230,14267,Rural,Ranch,86
265,265,265,8078560140,20140519T000000,290000.0,4,2.5,1700.0,7280,2.0,0,0,4,7,1700,0.0,1988.0,0,98031,47.4045,-122.171,1950,7475,Suburban,Ranch,34
266,266,266,3438500192,20140929T000000,285000.0,3,1.0,1120.0,10701,1.0,0,0,3,7,1120,0.0,1954.0,0,98106,47.5544,-122.358,1130,6350,Rural,Cape Cod,68
267,267,267,7974200510,20140814T000000,415000.0,2,1.0,1070.0,4500,,0,0,3,7,1070,0.0,1937.0,0,98115,47.6802,-122.29,1320,4465,Rural,Cape Cod,85
268,268,268,2557000400,20150409T000000,272500.0,3,2.5,2070.0,9900,1.0,0,0,3,8,1420,650.0,1979.0,0,98023,47.2988,-122.371,2070,8250,Suburban,Ranch,43
269,269,269,7960900060,20150504T000000,2900000.0,4,3.25,5050.0,20100,1.5,0,2,3,11,4750,300.0,1982.0,2008,98004,47.6312,-122.223,3890,20060,Urban,Victorian,40
270,270,270,4054500390,20141007T000000,1370000.0,4,4.75,5310.0,57346,,0,0,4,11,5310,0.0,1989.0,0,98077,47.7285,-122.042,4180,47443,Suburban,Cape Cod,33
271,271,271,6378500125,20150501T000000,436000.0,2,1.0,1040.0,7538,1.0,0,0,4,7,1040,0.0,1939.0,0,98133,47.7107,-122.352,1440,7530,Rural,Victorian,83
272,272,272,1745100140,20141017T000000,210000.0,3,1.0,,11390,1.0,0,0,4,7,1700,0.0,,0,98003,47.3271,-122.323,1350,8164,Suburban,Cape Cod,55
273,273,273,2976800796,20140925T000000,236000.0,3,1.0,1300.0,5898,1.0,0,0,3,7,1300,0.0,,0,98178,47.5053,-122.255,1320,7619,Urban,Ranch,61
274,274,274,4235400186,20141124T000000,331000.0,3,1.75,1080.0,1306,1.0,0,0,3,7,580,500.0,1954.0,2003,98199,47.6601,-122.4,1440,2225,Suburban,Contemporary,68
275,275,275,4215100060,20150320T000000,365000.0,3,2.5,2653.0,4510,2.0,0,0,3,8,2653,0.0,2006.0,0,98031,47.4145,-122.166,2653,4927,Suburban,Colonial,16
276,276,276,9189700045,20150127T000000,450000.0,3,2.0,2290.0,16258,1.0,0,0,5,8,2290,0.0,,0,98058,47.4672,-122.165,1660,10530,Suburban,Ranch,62
277,277,277,1126049053,20141113T000000,770000.0,4,2.75,3820.0,26300,,0,0,3,9,2850,970.0,2014.0,0,98028,47.7618,-122.261,1860,12136,Suburban,Victorian,8
278,278,278,2022069200,20150505T000000,455000.0,4,2.5,2210.0,49375,,0,0,3,8,2210,0.0,1997.0,0,98038,47.3828,-122.071,2670,49385,Suburban,Colonial,25
279,279,279,9412900055,20150505T000000,405000.0,3,1.75,,6000,1.0,0,0,3,6,1240,1150.0,1908.0,0,98118,47.5362,-122.268,2020,6000,Rural,Ranch,114
280,280,280,1722059235,20140703T000000,304900.0,4,1.75,2600.0,11325,1.0,0,0,4,7,1610,990.0,1969.0,0,98031,47.3954,-122.206,1720,11088,Urban,Ranch,53
281,281,281,6874200960,20150227T000000,170000.0,2,1.0,860.0,5265,1.0,0,0,3,6,860,0.0,1931.0,0,98178,47.5048,-122.272,1650,8775,Urban,Cape Cod,91
282,282,282,7424700045,20150513T000000,2050000.0,5,3.0,,8480,2.0,0,1,5,9,2630,1200.0,,1994,98122,47.6166,-122.287,3050,7556,Urban,Cape Cod,117
283,283,283,7202360350,20140630T000000,780000.0,4,2.5,3500.0,7048,2.0,0,0,3,9,3500,0.0,2005.0,0,98053,47.6811,-122.025,3920,7864,Urban,Ranch,17
284,284,284,5634500392,20150410T000000,330000.0,3,3.0,2420.0,13959,1.0,0,0,4,8,1740,680.0,1988.0,0,98028,47.7486,-122.23,2570,13300,Urban,Colonial,34
285,285,285,1509500060,20140905T000000,370000.0,4,2.5,2720.0,8666,2.0,0,0,3,9,2720,0.0,1992.0,0,98030,47.3846,-122.169,2410,8100,Suburban,Ranch,30
286,286,286,7214810350,20141017T000000,467000.0,5,2.25,2500.0,13500,1.0,0,0,3,7,1850,650.0,1979.0,0,98072,47.7564,-122.144,2300,9750,Urban,Ranch,43
287,287,287,6647200060,20150209T000000,405000.0,3,1.75,1670.0,6720,,0,0,3,7,1140,530.0,1980.0,0,98034,47.7198,-122.193,1670,7320,Urban,Ranch,42
288,288,288,9552700140,20140702T000000,675000.0,5,2.25,,10300,1.0,0,0,3,8,1450,1450.0,1985.0,0,98006,47.5461,-122.151,2310,10300,Suburban,Cape Cod,37
289,289,289,2200500350,20140812T000000,500000.0,2,1.0,1640.0,14100,1.0,0,0,4,7,1140,500.0,,0,98006,47.5712,-122.143,1520,13527,Urban,Ranch,68
290,290,290,6113400046,20140723T000000,389999.0,4,2.5,,15770,2.0,0,0,4,7,1890,,1968.0,0,98166,47.4281,-122.343,2410,15256,Suburban,Colonial,54
291,291,291,6619910140,20150224T000000,630000.0,4,1.75,2950.0,9025,,0,2,4,8,1780,1170.0,,0,98034,47.7128,-122.223,2120,9600,Suburban,Contemporary,47
292,292,292,1115450240,20141022T000000,360000.0,4,2.5,2160.0,9528,2.0,0,0,3,9,2160,0.0,1992.0,0,98001,47.3341,-122.255,2280,9937,Urban,Ranch,30
293,293,293,6073240060,20141002T000000,580000.0,4,3.0,3280.0,11060,2.0,0,0,3,8,2270,1010.0,1986.0,0,98056,47.5399,-122.181,2320,11004,Urban,Colonial,36
294,294,294,9297300045,20140709T000000,550000.0,3,2.0,1970.0,4166,2.0,0,3,5,8,1270,700.0,1929.0,0,98126,47.5717,-122.375,2390,4166,Urban,Victorian,93
295,295,295,9510920070,20140710T000000,879000.0,4,2.5,3360.0,22111,2.0,0,0,3,10,3360,0.0,1994.0,0,98075,47.5951,-122.017,3150,11374,Urban,Colonial,28
296,296,296,5468730030,20140822T000000,265000.0,3,2.0,1320.0,8959,1.0,0,0,3,7,1320,0.0,1993.0,0,98042,47.3536,-122.144,1740,7316,Suburban,Cape Cod,29
297,297,297,8079030390,20150304T000000,446500.0,3,2.5,2650.0,7286,2.0,0,0,3,8,2650,0.0,1990.0,0,98059,47.5084,-122.154,2400,7220,Suburban,Colonial,32
298,298,298,600000152,20140602T000000,404000.0,3,1.5,2030.0,8880,1.0,0,0,3,7,1330,700.0,1963.0,0,98108,47.5586,-122.311,2140,5592,Rural,Colonial,59
